model,cycle_idx,request_idx,t_start,t_end,latency_ms,ok,status,error
dsqwen-14b,25,57,2026-07-10T09:29:12.667259Z,2026-07-10T09:29:12.694061Z,26.801,True,200,
dsqwen-14b,25,58,2026-07-10T09:29:13.167233Z,2026-07-10T09:29:13.193808Z,26.574,True,200,
dsqwen-14b,25,59,2026-07-10T09:29:13.667153Z,2026-07-10T09:29:13.698611Z,31.458,True,200,
dsqwen-14b,25,60,2026-07-10T09:29:14.167135Z,2026-07-10T09:29:14.196038Z,28.903,True,200,
dsqwen-14b,25,61,2026-07-10T09:29:14.667088Z,2026-07-10T09:29:18.019480Z,3352.392,True,200,
dsqwen-14b,25,62,2026-07-10T09:29:15.167070Z,2026-07-10T09:29:18.020481Z,2853.411,True,200,
dsqwen-14b,25,63,2026-07-10T09:29:15.667131Z,2026-07-10T09:29:18.018939Z,2351.808,True,200,
dsqwen-14b,25,64,2026-07-10T09:29:16.167045Z,2026-07-10T09:29:16.170656Z,3.611,False,500,
dsqwen-14b,25,65,2026-07-10T09:29:16.667055Z,2026-07-10T09:29:16.670496Z,3.442,False,500,
dsqwen-14b,25,66,2026-07-10T09:29:17.167221Z,2026-07-10T09:29:17.170853Z,3.632,False,500,
dsqwen-14b,25,67,2026-07-10T09:29:17.667192Z,2026-07-10T09:29:17.670544Z,3.352,False,500,
dsqwen-14b,25,68,2026-07-10T09:29:18.167196Z,2026-07-10T09:29:18.198215Z,31.019,True,200,
dsqwen-14b,25,69,2026-07-10T09:29:18.667192Z,2026-07-10T09:29:18.691997Z,24.805,True,200,
dsqwen-14b,25,70,2026-07-10T09:29:19.167271Z,2026-07-10T09:29:19.198926Z,31.655,True,200,
dsqwen-14b,25,71,2026-07-10T09:29:19.667139Z,2026-07-10T09:29:19.692308Z,25.17,True,200,
dsqwen-14b,25,72,2026-07-10T09:29:20.167164Z,2026-07-10T09:29:20.197789Z,30.624,True,200,
dsqwen-14b,25,73,2026-07-10T09:29:20.667114Z,2026-07-10T09:29:20.693549Z,26.435,True,200,
dsqwen-14b,25,74,2026-07-10T09:29:21.167266Z,2026-07-10T09:29:21.193627Z,26.361,True,200,
dsqwen-14b,25,75,2026-07-10T09:29:21.667172Z,2026-07-10T09:29:21.693360Z,26.188,True,200,
dsqwen-14b,25,76,2026-07-10T09:29:22.167058Z,2026-07-10T09:29:22.193427Z,26.369,True,200,
dsqwen-14b,25,77,2026-07-10T09:29:22.667111Z,2026-07-10T09:29:22.692273Z,25.162,True,200,
dsqwen-14b,25,78,2026-07-10T09:29:23.167118Z,2026-07-10T09:29:23.192720Z,25.602,True,200,
dsqwen-14b,25,79,2026-07-10T09:29:23.667074Z,2026-07-10T09:29:23.694129Z,27.055,True,200,
dsqwen-14b,25,80,2026-07-10T09:29:24.167024Z,2026-07-10T09:29:24.192687Z,25.663,True,200,
dsqwen-14b,25,81,2026-07-10T09:29:24.667306Z,2026-07-10T09:29:24.694019Z,26.713,True,200,
dsqwen-14b,25,82,2026-07-10T09:29:25.167066Z,2026-07-10T09:29:25.193131Z,26.066,True,200,
dsqwen-14b,25,83,2026-07-10T09:29:25.667143Z,2026-07-10T09:29:25.692651Z,25.508,True,200,
dsqwen-14b,25,84,2026-07-10T09:29:26.167095Z,2026-07-10T09:29:26.198469Z,31.374,True,200,
dsqwen-14b,25,85,2026-07-10T09:29:26.667023Z,2026-07-10T09:29:26.698949Z,31.927,True,200,
dsqwen-14b,25,86,2026-07-10T09:29:27.167093Z,2026-07-10T09:29:27.198391Z,31.298,True,200,
dsqwen-14b,25,87,2026-07-10T09:29:27.667088Z,2026-07-10T09:29:27.694479Z,27.391,True,200,
dsqwen-14b,25,88,2026-07-10T09:29:28.167194Z,2026-07-10T09:29:28.194850Z,27.656,True,200,
dsqwen-14b,25,89,2026-07-10T09:29:28.667198Z,2026-07-10T09:29:28.694839Z,27.641,True,200,
dsqwen-14b,25,90,2026-07-10T09:29:29.167122Z,2026-07-10T09:29:29.195054Z,27.932,True,200,
dsqwen-14b,25,91,2026-07-10T09:29:29.667112Z,2026-07-10T09:29:29.694068Z,26.956,True,200,
dsqwen-14b,25,92,2026-07-10T09:29:30.167213Z,2026-07-10T09:29:30.199003Z,31.791,True,200,
dsqwen-14b,25,93,2026-07-10T09:29:30.667061Z,2026-07-10T09:29:30.698734Z,31.673,True,200,
dsqwen-14b,25,94,2026-07-10T09:29:31.167055Z,2026-07-10T09:29:31.193709Z,26.654,True,200,
dsqwen-14b,25,95,2026-07-10T09:29:31.667170Z,2026-07-10T09:29:31.698137Z,30.967,True,200,
dsqwen-14b,25,96,2026-07-10T09:29:32.167135Z,2026-07-10T09:29:32.198024Z,30.889,True,200,
dsqwen-14b,25,97,2026-07-10T09:29:32.667148Z,2026-07-10T09:29:32.698206Z,31.059,True,200,
dsqwen-14b,25,98,2026-07-10T09:29:33.167173Z,2026-07-10T09:29:33.194033Z,26.86,True,200,
dsqwen-14b,25,99,2026-07-10T09:29:33.667159Z,2026-07-10T09:29:33.698788Z,31.63,True,200,
dsqwen-14b,25,100,2026-07-10T09:29:34.167152Z,2026-07-10T09:29:34.194178Z,27.025,True,200,
dsqwen-14b,25,101,2026-07-10T09:29:34.667129Z,2026-07-10T09:29:34.694282Z,27.153,True,200,
dsqwen-14b,25,102,2026-07-10T09:29:35.167147Z,2026-07-10T09:29:35.194705Z,27.558,True,200,
dsqwen-14b,25,103,2026-07-10T09:29:35.667166Z,2026-07-10T09:29:35.697681Z,30.515,True,200,
dsqwen-14b,25,104,2026-07-10T09:29:36.167184Z,2026-07-10T09:29:36.198232Z,31.049,True,200,
dsqwen-14b,25,105,2026-07-10T09:29:36.667227Z,2026-07-10T09:29:36.693606Z,26.379,True,200,
dsqwen-14b,25,106,2026-07-10T09:29:37.167261Z,2026-07-10T09:29:37.198146Z,30.885,True,200,
dsqwen-14b,25,107,2026-07-10T09:29:37.667260Z,2026-07-10T09:29:37.698465Z,31.205,True,200,
dsqwen-14b,25,108,2026-07-10T09:29:38.167204Z,2026-07-10T09:29:38.198214Z,31.01,True,200,
dsqwen-14b,25,109,2026-07-10T09:29:38.667176Z,2026-07-10T09:29:38.693460Z,26.284,True,200,
dsqwen-14b,25,110,2026-07-10T09:29:39.167146Z,2026-07-10T09:29:39.193799Z,26.653,True,200,
dsqwen-14b,25,111,2026-07-10T09:29:39.667191Z,2026-07-10T09:29:39.695333Z,28.142,True,200,
dsqwen-14b,25,112,2026-07-10T09:29:40.167107Z,2026-07-10T09:29:40.199107Z,32.001,True,200,
dsqwen-14b,25,113,2026-07-10T09:29:40.667171Z,2026-07-10T09:29:40.697685Z,30.515,True,200,
dsqwen-14b,25,114,2026-07-10T09:29:41.167147Z,2026-07-10T09:29:41.193198Z,26.051,True,200,
dsqwen-14b,25,115,2026-07-10T09:29:41.667106Z,2026-07-10T09:29:41.695030Z,27.925,True,200,
dsqwen-14b,25,116,2026-07-10T09:29:42.167137Z,2026-07-10T09:29:42.192595Z,25.459,True,200,
dsqwen-14b,25,117,2026-07-10T09:29:42.667195Z,2026-07-10T09:29:42.692991Z,25.796,True,200,
dsqwen-14b,25,118,2026-07-10T09:29:43.167176Z,2026-07-10T09:29:43.195798Z,28.623,True,200,
dsqwen-14b,25,119,2026-07-10T09:29:43.667109Z,2026-07-10T09:29:43.694431Z,27.322,True,200,
dsqwen-14b,25,120,2026-07-10T09:29:44.167111Z,2026-07-10T09:29:44.194170Z,27.06,True,200,
dsqwen-14b,25,121,2026-07-10T09:29:44.667094Z,2026-07-10T09:29:44.693962Z,26.868,True,200,
dsqwen-14b,25,122,2026-07-10T09:29:45.167230Z,2026-07-10T09:29:45.197874Z,30.644,True,200,
dsqwen-14b,25,123,2026-07-10T09:29:45.667157Z,2026-07-10T09:29:45.693100Z,25.943,True,200,
dsqwen-14b,25,124,2026-07-10T09:29:46.167271Z,2026-07-10T09:29:46.198602Z,31.332,True,200,
dsqwen-14b,25,125,2026-07-10T09:29:46.667279Z,2026-07-10T09:29:46.693873Z,26.594,True,200,
dsqwen-14b,25,126,2026-07-10T09:29:47.167217Z,2026-07-10T09:29:47.194324Z,27.107,True,200,
dsqwen-14b,25,127,2026-07-10T09:29:47.667195Z,2026-07-10T09:29:47.694669Z,27.473,True,200,
dsqwen-14b,25,128,2026-07-10T09:29:48.167094Z,2026-07-10T09:29:48.198905Z,31.81,True,200,
dsqwen-14b,25,129,2026-07-10T09:29:48.667112Z,2026-07-10T09:29:48.692991Z,25.878,True,200,
dsqwen-14b,25,130,2026-07-10T09:29:49.167181Z,2026-07-10T09:29:49.197724Z,30.542,True,200,
